_id,Proposal Number:,institution,country,role
3117,NPRP X - 014 - 4 - 001,Helmholtz Centre Munich,Germany,Collaborative Institution
3118,NPRP 7 - 965 - 3 - 247,Hamad Medical Corporation,Qatar,Submitting Institution
3119,NPRP 7 - 960 - 5 - 135,Qatar University,Qatar,Submitting Institution
3120,NPRP 7 - 960 - 5 - 135,University of Strathclyde,United Kingdom,Collaborative Institution
3121,NPRP 7 - 959 - 3 - 246,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
3122,NPRP 7 - 959 - 3 - 246,Hamad Medical Corporation,Qatar,Collaborative Institution
3123,NPRP 7 - 959 - 3 - 246,University of Birmingham,United Kingdom,Collaborative Institution
3124,NPRP 7 - 953 - 2 - 357,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
3125,NPRP 7 - 953 - 2 - 357,Texas A&amp;M University - College Station,United States,Collaborative Institution
3126,NPRP 7 - 923 - 2 - 344,Qatar University,Qatar,Submitting Institution
3127,NPRP 7 - 923 - 2 - 344,Texas A&amp;M University at Qatar,Qatar,Collaborative Institution
3128,NPRP 7 - 923 - 2 - 344,Ohio State University,United States,Collaborative Institution
3129,NPRP 7 - 923 - 2 - 344,Nile University,Egypt,Collaborative Institution
3130,NPRP 7 - 916 - 3 - 237,Hamad Medical Corporation,Qatar,Submitting Institution
3131,NPRP 7 - 916 - 3 - 237,University of Navarra,Spain,Collaborative Institution
3132,NPRP 7 - 897 - 1 - 165,Qatar University,Qatar,Submitting Institution
3133,NPRP 7 - 897 - 1 - 165,University of Leeds,United Kingdom,Collaborative Institution
3134,NPRP 7 - 897 - 1 - 165,Sheffield Hallam University,United Kingdom,Collaborative Institution
3135,NPRP 7 - 882 - 2 - 326,Qatar University,Qatar,Submitting Institution
3136,NPRP 7 - 882 - 2 - 326,Northeastern University,United States,Collaborative Institution
3137,NPRP 7 - 865 - 2 - 320,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
3138,NPRP 7 - 865 - 2 - 320,Pohang University of Science and Technology (POSTECH),"Korea, South",Collaborative Institution
3139,NPRP 7 - 865 - 2 - 320,Kyungpook National University,"Korea, South",Collaborative Institution
3140,NPRP 7 - 851 - 5 - 113,Georgetown University School of Foreign Service in Qatar,Qatar,Submitting Institution
3141,NPRP 7 - 851 - 5 - 113,World Bank,United States,Collaborative Institution
3142,NPRP 7 - 843 - 2 - 312,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
3143,NPRP 7 - 843 - 2 - 312,Virginia Commonwealth University in Qatar (VCUQatar),Qatar,Collaborative Institution
3144,NPRP 7 - 843 - 2 - 312,Texas A&amp;M University - College Station,United States,Collaborative Institution
3145,NPRP 7 - 843 - 2 - 312,Auburn University,United States,Collaborative Institution
3146,NPRP 7 - 829 - 2 - 308,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
3147,NPRP 7 - 829 - 2 - 308,University of Houston,United States,Collaborative Institution
3148,NPRP 7 - 808 - 5 - 105,Qatar University,Qatar,Submitting Institution
3149,NPRP 7 - 808 - 5 - 105,Macquarie University,Australia,Collaborative Institution
3150,NPRP 7 - 796 - 2 - 297,Qatar University,Qatar,Submitting Institution
3151,NPRP 7 - 796 - 2 - 297,Old Dominion University,United States,Collaborative Institution
3152,NPRP 7 - 795 - 2 - 296,Ministry of Municipality and Environment (MME),Qatar,Submitting Institution
3153,NPRP 7 - 795 - 2 - 296,Ashghal - Public Works Authority,Qatar,Collaborative Institution
3154,NPRP 7 - 795 - 2 - 296,IRD QSTP-LLC (Infrastructure Research &amp; Development),Qatar,Collaborative Institution
3155,NPRP 7 - 794 - 1 - 145,Qatar University,Qatar,Submitting Institution
3156,NPRP 7 - 794 - 1 - 145,University of Texas at Arlington,United States,Collaborative Institution
3157,NPRP 7 - 794 - 1 - 145,George Washington University,United States,Collaborative Institution
3158,NPRP 7 - 776 - 6 - 024,University College London (UCL) - Qatar,Qatar,Submitting Institution
3159,NPRP 7 - 766 - 1 - 140,Qatar University,Qatar,Submitting Institution
3160,NPRP 7 - 766 - 1 - 140,Hamad Medical Corporation,Qatar,Collaborative Institution
3161,NPRP 7 - 766 - 1 - 140,University of Illinois at Urbana-Champaign,United States,Collaborative Institution
3162,NPRP 7 - 756 - 2 - 284,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
3163,NPRP 7 - 756 - 2 - 284,Texas A&amp;M University - College Station,United States,Collaborative Institution
3164,NPRP 7 - 756 - 2 - 284,Northwestern University,United States,Collaborative Institution
3165,NPRP 7 - 725 - 2 - 270,Qatar University,Qatar,Submitting Institution
3166,NPRP 7 - 725 - 2 - 270,Lehigh University,United States,Collaborative Institution
3167,NPRP 7 - 724 - 2 - 269,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
3168,NPRP 7 - 724 - 2 - 269,Texas A&amp;M University - College Station,United States,Collaborative Institution
3169,NPRP 7 - 709 - 3 - 195,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
3170,NPRP 7 - 709 - 3 - 195,Weill Cornell Medical College,United States,Collaborative Institution
3171,NPRP 7 - 701 - 3 - 192,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
3172,NPRP 7 - 701 - 3 - 192,Hamad Medical Corporation,Qatar,Collaborative Institution
3173,NPRP 7 - 701 - 3 - 192,Weill Medical College - New York,United States,Collaborative Institution
3174,NPRP 7 - 696 - 3 - 188,Anti-Doping Laboratory Qatar,Qatar,Submitting Institution
3175,NPRP 7 - 696 - 3 - 188,RIKILT,Netherlands,Collaborative Institution
3176,NPRP 7 - 684 - 1 - 127,Qatar University,Qatar,Submitting Institution
3177,NPRP 7 - 684 - 1 - 127,University of British Columbia,Canada,Collaborative Institution
3178,NPRP 7 - 684 - 1 - 127,Carnegie Mellon University - Qatar,Qatar,Collaborative Institution
3179,NPRP 7 - 674 - 2 - 252,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
3180,NPRP 7 - 674 - 2 - 252,National Center for Scientific Research 'Demokritos',Greece,Collaborative Institution
3181,NPRP 7 - 674 - 2 - 252,Ministry of Public Health,Qatar,Collaborative Institution
3182,NPRP 7 - 674 - 2 - 252,Qatar Biobank for Medical Research,Qatar,Collaborative Institution
3183,NPRP 7 - 674 - 2 - 252,Ukrainian Center of Environmental and Water Projects,Ukraine,Collaborative Institution
3184,NPRP 7 - 673 - 2 - 251,Qatar University,Qatar,Submitting Institution
3185,NPRP 7 - 673 - 2 - 251,Hamad Medical Corporation,Qatar,Collaborative Institution
3186,NPRP 7 - 673 - 2 - 251,National University of Singapore,Singapore,Collaborative Institution
3187,NPRP 7 - 673 - 2 - 251,"Infinite Biomedical Technologies, LLC (IBT)",United States,Collaborative Institution
3188,NPRP 7 - 666 - 5 - 081,Qatar University,Qatar,Submitting Institution
3189,NPRP 7 - 666 - 5 - 081,Hamad Medical Corporation,Qatar,Collaborative Institution
3190,NPRP 7 - 666 - 5 - 081,Emory University,United States,Collaborative Institution
3191,NPRP 7 - 665 - 1 - 125,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
3192,NPRP 7 - 665 - 1 - 125,"Institute of Physics, University of Belgrade",Serbia,Collaborative Institution
3193,NPRP 7 - 665 - 1 - 125,King Abdullah University of Science and Technology (KAUST),Saudi Arabia,Collaborative Institution
3194,NPRP 7 - 662 - 2 - 247,Ahmed Bin Mohamed Military College - Qatar,Qatar,Submitting Institution
3195,NPRP 7 - 662 - 2 - 247,West Virginia University,United States,Collaborative Institution
3196,NPRP 7 - 662 - 2 - 247,Birzeit University,Palestine,Collaborative Institution
3197,NPRP 7 - 662 - 2 - 247,Harokopio University of Athens,Greece,Collaborative Institution
3198,NPRP 7 - 660 - 1 - 124,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
3199,NPRP 7 - 660 - 1 - 124,Texas A&amp;M University - College Station,United States,Collaborative Institution
3200,NPRP 7 - 660 - 1 - 124,Texas A&amp;M University at Galveston,United States,Collaborative Institution
3201,NPRP 7 - 652 - 3 - 177,Qatar Cardiovascular Research Center,Qatar,Submitting Institution
3202,NPRP 7 - 652 - 3 - 177,University of Oxford,United Kingdom,Collaborative Institution
3203,NPRP 7 - 652 - 3 - 177,King's College London,United Kingdom,Collaborative Institution
3204,NPRP 7 - 649 - 2 - 241,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
3205,NPRP 7 - 649 - 2 - 241,Texas A&amp;M University - College Station,United States,Collaborative Institution
3206,NPRP 7 - 649 - 2 - 241,University of Surrey,United Kingdom,Collaborative Institution
3207,NPRP 7 - 649 - 2 - 241,Aristotle University of Thessaloniki,Greece,Collaborative Institution
3208,NPRP 7 - 627 - 3 - 167,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
3209,NPRP 7 - 627 - 3 - 167,"St George's, University of London",United Kingdom,Collaborative Institution
3210,NPRP 7 - 585 - 6 - 020,Georgetown University School of Foreign Service in Qatar,Qatar,Submitting Institution
3211,NPRP 7 - 585 - 6 - 020,Woolf Institute,United Kingdom,Collaborative Institution
3212,NPRP 7 - 585 - 6 - 020,Doha International Center for Interfaith Dialogue,Qatar,Collaborative Institution
3213,NPRP 7 - 583 - 3 - 156,Hamad Medical Corporation,Qatar,Submitting Institution
3214,NPRP 7 - 583 - 3 - 156,Università di Trieste - IRCCS Burlo Garofolo,Italy,Collaborative Institution
3215,NPRP 7 - 567 - 2 - 216,Qatar University,Qatar,Submitting Institution
3216,NPRP 7 - 567 - 2 - 216,Virginia Commonwealth University in Qatar (VCUQatar),Qatar,Collaborative Institution
3217,NPRP 7 - 567 - 2 - 216,Georgia Institute of Technology (Georgia Tech),United States,Collaborative Institution
3218,NPRP 7 - 559 - 2 - 211,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
3219,NPRP 7 - 559 - 2 - 211,University of Belgrade,Serbia,Collaborative Institution
3220,NPRP 7 - 551 - 6 - 018,University College London (UCL) - Qatar,Qatar,Submitting Institution
3221,NPRP 7 - 551 - 6 - 018,Hamad Bin Khalifa University,Qatar,Collaborative Institution
3222,NPRP 7 - 551 - 6 - 018,Texas A&amp;M University at Qatar,Qatar,Collaborative Institution
3223,NPRP 7 - 511 - 1 - 098,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
3224,NPRP 7 - 511 - 1 - 098,University of Vienna,Austria,Collaborative Institution
3225,NPRP 7 - 511 - 1 - 098,Texas A&amp;M University at College Station,United States,Collaborative Institution
3226,NPRP 7 - 495 - 1 - 094,Qatar University,Qatar,Submitting Institution
3227,NPRP 7 - 488 - 5 - 064,Northwestern University in Qatar,Qatar,Submitting Institution
3228,NPRP 7 - 488 - 5 - 064,Northwestern University,United States,Collaborative Institution
3229,NPRP 7 - 488 - 5 - 064,Rutgers University,United States,Collaborative Institution
3230,NPRP 7 - 488 - 5 - 064,Qatar University,Qatar,Collaborative Institution
3231,NPRP 7 - 486 - 2 - 185,Qatar University,Qatar,Submitting Institution
3232,NPRP 7 - 486 - 2 - 185,Kuwait University,Kuwait,Collaborative Institution
3233,NPRP 7 - 486 - 2 - 185,American University of Beirut,Lebanon,Collaborative Institution
3234,NPRP 7 - 485 - 1 - 091,Qatar University,Qatar,Submitting Institution
3235,NPRP 7 - 485 - 1 - 091,Northwestern University,United States,Collaborative Institution
3236,NPRP 7 - 485 - 1 - 091,American University in Cairo,Egypt,Collaborative Institution
3237,NPRP 7 - 482 - 2 - 184,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
3238,NPRP 7 - 482 - 2 - 184,University of Idaho,United States,Collaborative Institution
3239,NPRP 7 - 482 - 2 - 184,Delft University of Technology,Netherlands,Collaborative Institution
3240,NPRP 7 - 482 - 2 - 184,Texas A&amp;M Transportation Institute,United States,Collaborative Institution
3241,NPRP 7 - 481 - 1 - 088,Qatar University,Qatar,Submitting Institution
3242,NPRP 7 - 481 - 1 - 088,Wayne State University,United States,Collaborative Institution
3243,NPRP 7 - 481 - 1 - 088,University of Sydney,Australia,Collaborative Institution
3244,NPRP 7 - 481 - 1 - 088,Royal Melbourne Institute of Technology University (RMIT),Australia,Collaborative Institution
3245,NPRP 7 - 466 - 3 - 119,Qatar University,Qatar,Submitting Institution
3246,NPRP 7 - 466 - 3 - 119,Biogem,Italy,Collaborative Institution
3247,NPRP 7 - 461 - 3 - 117,Hamad Medical Corporation,Qatar,Submitting Institution
3248,NPRP 7 - 461 - 3 - 117,UTHSCSA,United States,Collaborative Institution
3249,NPRP 7 - 461 - 3 - 117,Anti-Doping Laboratory Qatar,Qatar,Collaborative Institution
3250,NPRP 7 - 456 - 1 - 085,Qatar University,Qatar,Submitting Institution
3251,NPRP 7 - 456 - 1 - 085,American University in Cairo,Egypt,Collaborative Institution
3252,NPRP 7 - 456 - 1 - 085,Italian National Research Council (CNR),Italy,Collaborative Institution
3253,NPRP 7 - 443 - 1 - 083,Qatar University,Qatar,Submitting Institution
3254,NPRP 7 - 443 - 1 - 083,University of Toronto,Canada,Collaborative Institution
3255,NPRP 7 - 443 - 1 - 083,ETH Zürich (ETHZ),Switzerland,Collaborative Institution
3256,NPRP 7 - 442 - 1 - 082,Qatar University,Qatar,Submitting Institution
3257,NPRP 7 - 442 - 1 - 082,Northumbria University,United Kingdom,Collaborative Institution
3258,NPRP 7 - 442 - 1 - 082,École de Technologie Supérieure,Canada,Collaborative Institution
3259,NPRP 7 - 427 - 6 - 011,Qatar University,Qatar,Submitting Institution
3260,NPRP 7 - 410 - 2 - 169,Qatar University,Qatar,Submitting Institution
3261,NPRP 7 - 410 - 2 - 169,University of Southern California,United States,Collaborative Institution
3262,NPRP 7 - 410 - 2 - 169,University of Houston,United States,Collaborative Institution
3263,NPRP 7 - 388 - 3 - 095,Hamad Medical Corporation,Qatar,Submitting Institution
3264,NPRP 7 - 388 - 3 - 095,University of Aberdeen,United Kingdom,Collaborative Institution
3265,NPRP 7 - 388 - 3 - 095,Robert Gordon University,United Kingdom,Collaborative Institution
3266,NPRP 7 - 388 - 3 - 095,Qatar University,Qatar,Collaborative Institution
3267,NPRP 7 - 380 - 5 - 051,Weill Cornell Medical College in Qatar,Qatar,Submitting Institution
3268,NPRP 7 - 380 - 5 - 051,Instituto de Derechos Humanos Bartolomé de las Casas,Spain,Collaborative Institution
3269,NPRP 7 - 380 - 5 - 051,Qatar University,Qatar,Collaborative Institution
3270,NPRP 7 - 364 - 5 - 048,Qatar University,Qatar,Submitting Institution
3271,NPRP 7 - 364 - 5 - 048,Plymouth University,United Kingdom,Collaborative Institution
3272,NPRP 7 - 363 - 3 - 089,Hamad Medical Corporation,Qatar,Submitting Institution
3273,NPRP 7 - 363 - 3 - 089,Wayne State University,United States,Collaborative Institution
3274,NPRP 7 - 363 - 3 - 089,Qatar University,Qatar,Collaborative Institution
3275,NPRP 7 - 355 - 3 - 088,Hamad Medical Corporation,Qatar,Submitting Institution
3276,NPRP 7 - 355 - 3 - 088,University of Zuerich,Switzerland,Collaborative Institution
3277,NPRP 7 - 355 - 3 - 088,University Hospital Freiburg,Germany,Collaborative Institution
3278,NPRP 7 - 355 - 3 - 088,Qatar University,Qatar,Collaborative Institution
3279,NPRP 7 - 344 - 2 - 146,Gulf Organisation for Research &amp; Development,Qatar,Submitting Institution
3280,NPRP 7 - 344 - 2 - 146,University of Salford,United Kingdom,Collaborative Institution
3281,NPRP 7 - 332 - 2 - 138,Gulf Organisation for Research &amp; Development,Qatar,Submitting Institution
3282,NPRP 7 - 332 - 2 - 138,"Aston University, Birmingham",United Kingdom,Collaborative Institution
3283,NPRP 7 - 330 - 1 - 056,Hamad Bin Khalifa University,Qatar,Submitting Institution
3284,NPRP 7 - 330 - 1 - 056,Ministry of Municipality and Environment (MME),Qatar,Collaborative Institution
3285,NPRP 7 - 317 - 1 - 055,Hamad Bin Khalifa University,Qatar,Submitting Institution
3286,NPRP 7 - 317 - 1 - 055,Purdue University,United States,Collaborative Institution
3287,NPRP 7 - 308 - 2 - 128,Qatar University,Qatar,Submitting Institution
3288,NPRP 7 - 308 - 2 - 128,University of Twente,Netherlands,Collaborative Institution
3289,NPRP 7 - 301 - 2 - 126,Qatar University,Qatar,Submitting Institution
3290,NPRP 7 - 301 - 2 - 126,Korea Advanced Institute of Science and Technology,"Korea, South",Collaborative Institution
3291,NPRP 7 - 301 - 2 - 126,Seoul National University,"Korea, South",Collaborative Institution
3292,NPRP 7 - 299 - 2 - 124,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
3293,NPRP 7 - 299 - 2 - 124,Texas A&amp;M University - College Station,United States,Collaborative Institution
3294,NPRP 7 - 299 - 2 - 124,Middle East Technical University,Turkey,Collaborative Institution
3295,NPRP 7 - 297 - 1 - 051,Texas A&amp;M University at Qatar,Qatar,Submitting Institution
3296,NPRP 7 - 297 - 1 - 051,Texas A&amp;M University - College Station,United States,Collaborative Institution
